,key,val
1812,Văn hóa các dân tộc thiểu số VN,7220112
1813,"Công nghệ KT Điện tử, truyền thông",7320106
1814,Văn hóa các dân tộc thiểu số VN(VH Khmer Nam bộ và VH học),7220112
1815,Văn hóa các dân tộc thiểu số VN(VH Khmer Nam bộ và VH học):,7220112
1816,Công nghệ chế biến thủy sản:,7540105
1817,Kỹ thuật Xây dựng,7580201
1818,Văn hóa học (Văn hóa Khmer Nam bộ),7229040
1819,Sư phạm Ngữ văn (chuyên ngành: Sư phạm Ngữ văn Khmer Nam Bộ),7140217
1820,Kỹ thuật Cơ khí,7520103
1821,Kĩ thuật cơ - điện tử,7520114
1822,Kĩ thuật Điều khiển và Tự động hóa,7510303
1823,"Ngành Khai thác vận tải (gồm 5 chuyên ngành: Khai thác vận tải đường sắt đô thị, Khai thác vận tải đa phương thức,Vận tải - Thương mại quốc tế, Qui hoạch và quản lý GTVT đô thị, Logistics)",78401
1824,Ngành Kỹ thuật môi trường (chuyên ngành Kỹ thuật môi trường giao thông),7520320
1825,"Ngành Kỹ thuật cơ khí động lực (Nhóm chuyên ngành: Cơ giới hóa xây dựng cầu đường, Cơ khí giao thông công chính, Kỹ thuật máy động lực, Đầu máy - toa xe, Tàu điện - metro)",7520116
1826,"Ngành Kỹ thuật xây dựng (gồm 4 chuyên ngành: Xây dựng dân dụng và công nghiệp, Kết cấu xây dựng, Kỹ thuật hạ tầng đô thị, Vật liệu và công nghệ xây dựng)",7510103
1827,"Ngành Kỹ thuật xây dựng công trình giao thông (Nhóm chuyên ngành: Đường sắt, Cầu-Đường sắt, Đường sắt đô thị)",7580205
1828,Ngành Quản lý xây dựng,75803
1829,Ngành Kỹ thuật xây dựng (Chương trình chất lượng cao Vật liệu và Công nghệ Xây dựng Việt – Pháp),7510105
1830,Kỹ thuật XD Cầu hầm (ngành Kỹ thuật xây dựng CTGT),7580201
1831,Công trình giao thông công chính (ngành Kỹ thuật xây dựng CTGT),7580205
1832,"Nhóm chuyên ngành: Máy xây dựng, Cơ giới hóa XD cầu đường, Cơ khí giao thông công chính, Kỹ thuật máy động lực, Đầu máy - toa xe, Tàu điện - metro (ngành Kỹ thuật cơ khí)",7520116
1833,Kỹ thuật xây dựng (Chương trình CLC: Vật liệu và Công nghệ Việt - Pháp),7510105
1834,Kinh tế xây dựng (Chương trình chất lượng cao Kinh tế xây dựng công trình Giao thông Việt - Anh),7580205
1835,Kế toán (Chương trình chất lượng cao Kế toán tổng hợp Việt - Anh),73403
1836,Kỹ thuật xây dựng công trình giao thông (Chương trình tiên tiến),7580205
1837,Kinh tế vận tải,7840104
1838,Quản trị kinh doanh (Khối A1),7340101
1839,Công nghệ kỹ thuật giao thông (Khối A1),7510104
1840,Kỹ thuật điện điện tử (Khối A1),7520201
1841,Kỹ thuật môi trường (Khối A1),7520320
1842,Kinh tế vận tải (Khối A1),7840104
1843,Kĩ thuật điều khiển và tự động hoá,7520216
1844,Khai thác vận tải,78401
1845,Ngành Kỹ thuật điện tử - viễn thông,7520207
1846,Ngành Kinh tế vận tải,7840104
1847,Ngành Kỹ thuật xây dựng công trình giao thông,7580205
1848,"Ngành Kỹ thuật điện tử - viễn thông (Gồm các chuyên ngành: Kỹ thuật viễn thông, Điện tử và tin học công nghiệp)",7510302
1849,Ngành Kinh tế vận tải (chuyên ngành Kinh tế vận tải và du lịch),7840104
1850,"Ngành Kỹ thuật xây dựng công trình giao thông (gồm các chuyên ngành: Cầu đường bộ, Đường bộ, Cầu hầm, Công trình giao thông công chính, Công trình giao thông đô thị…)",7580205
1851,"Kỹ thuật điện tử, truyền thông - Chuyên ngành: Điện tử viễn thông",7520207
1852,Kĩ thuật xây dựng,7580201
1853,Kỹ thuật điều khiển và tự động hóa - Chuyên ngành: Tự động hóa công nghiệp,7510303
1854,Kinh tế vận tải - Chuyên ngành: Kinh tế vận tải biển,7840104
1855,Điều khiển tàu biển,7520216
1856,Công nghệ kỹ thuật Ô tô,7510205
1857,Logistis và Vận tải đa phương thức,7320104
1858,CNKT Cơ khí máy tàu thủy,7520103
1859,CNKT xây dựng cầu đường bộ,7580201
1860,Công nghệ kỹ thuật Cơ điện tử,7510203
1861,CNKT xây dựng đường bộ,7580201
1862,CNKT cơ khí máy xây dựng,75802
1863,Khai thác vận tải đường bộ,78401
1864,CNKT Cơ khí Đầu máy - toa xe,7520103
1865,"Kỹ thuật cơ khí (Chuyên ngành: Cơ giới hoá xếp dỡ, Cơ khí ô tô, Máy xây dựng, Cơ khí tự động)",7520103
1866,"Kỹ thuật điện (Chuyên ngành: Điện và tự động tàu thuỷ, Điện công nghiệp, Hệ thống điện giao thông)",7510301
1867,Kỹ thuật điện tử - viễn thông (Chuyên ngành Điện tử viễn thông),7520207
1868,Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Xây dựng cầu đường),7580205
1869,Kỹ thuật xây dựng công trình thủy (Chuyên ngành Xây dựng công trình thủy - Thềm lục địa),7580202
1870,Khoa học hàng hải (Chuyên ngành Điều khiển tàu biển),7840106
1871,Khoa học hàng hải (Chuyên ngành Vận hành khai thác máy tàu thủy),7840106
1872,Khoa học hàng hải (Chuyên ngành Công nghệ máy tàu thủy),7840106
1873,Kỹ thuật cơ khí: Cơ khí ô tô (Hệ Đại học CLC),7520103
1874,"Kỹ thuật điện tử, truyền thông (Chuyên ngành Điện tử viễn thông)",75202
1875,Công nghệ kỹ thuật điều khiển và tự động hóa (quang điện tử; tự động hóa),7510303
1876,Luật :,73801
1877,Ngôn ngữ Khmer:,7220106
1878,Dịch vụ thú y:,764
1879,Thủy sản,76203
1880,Phát triển Nông thôn,7620116
1881,Công nghệ sau thu hoạch:,7540104
1882,"Ngành Quản trị kinh doanh (gồm 4 chuyên ngành: Quản trị doanh nghiệp xây dựng, Quản trị doanh nghiệp Bưu chính - Viễn thông, Quản trị kinh doanh giao thông vận tải, Quản trị Logistics)",7340101
1883,Việt nam học (chuyên ngành Du lịch),7310630
1884,Dịch vụ thú y,764
1885,Ngành Toán ứng dụng (chuyên ngành Toán - Tin ứng dụng),7460112
1886,Khoa học Thư viện:,73202
1887,Ngành Kỹ thuật Cơ điện tử (chuyên ngành Cơ điện tử),7520114
1888,Bác sĩ Thú y,764
1889,"Ngành Kỹ thuật điện (gồm 2 chuyên ngành: Trang bị điện trong công nghiệp và giao thông, Hệ thống điện giao thông và công nghiệp)",7510104
1890,Ngành Kỹ thuật xây dựng công trình giao thông (Chuyên ngành Cầu đường bộ),7580205
1891,Nuôi trồng Thủy sản,7620301
1892,"Ngành Kỹ thuật xây dựng công trình giao thông (Nhóm chuyên ngành: Công trình giao thông đô thị, Công trình giao thông công chính )",7580205
1893,Ngành Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao Cầu - Đường bộ Việt – Anh),7580205
1894,Công nghệ KT Điện tử Viễn Thông,7510302
1895,Ngành Kế toán (Chương trình chất lượng cao Kế toán tổng hợp Việt - Anh),73403
1896,Kỹ thuật XD Cầu - Đường sắt (ngành Kỹ thuật xây dựng CTGT),7580201
1897,Tự động hóa thiết kế cầu đường (ngành Kỹ thuật xây dựng CTGT),7580201
1898,"Kỹ thuật xây dựng (gồm các chuyên ngành: Xây dựng dân dụng và công nghiệp, Kết cấu xây dựng, Kỹ thuật hạ tầng đô thị, Vật liệu và công nghệ xây dựng)",7510103
1899,Kế toán (Chương trình CLC: Kế toán tổng hợp Việt - Anh),73403
1900,Tài Chính ngân hàng,7340201
1901,Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao Cầu - Đường bộ Việt – Anh),7580205
1902,Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao Cầu - Đường bộ Việt - Pháp),7580205
1903,Kỹ thuật xây dựng (Chương trình chất lượng cao Vật liệu và Công nghệ Việt - Pháp),7510105
1904,"Kỹ thuật điện tử, truyền thông (Khối A1)",75202
1905,Kỹ thuật xây dựng công trình giao thông (Khối A1),7580205
1906,Kinh tế xây dựng (Khối A1),7580301
1907,"công nghệ kỹ thuật điện , điện tử",7510301
1908,"Kĩ thuật Điện, điện tử",7510301
1909,Chăn nuôi:,7620105
1910,Việt nam học (chuyên ngành Du lịch):,7310630
1911,"Nhóm ngành: Kỹ thuật cơ khí động lực, Kỹ thuật Cơ điện tử",7520116
1912,Ngành Kế toán (chuyên ngành Kế toán tổng hợp),73403
1913,Ngành Công nghệ thông tin,74802
1914,Ngành Kỹ thuật xây dựng,7580201
1915,"Ngành Kỹ thuật nhiệt (gồm 2 chuyên ngành: Kỹ thuật nhiệt lạnh, Điều hòa không khí và thông gió công trình xây dựng)",7510206
1916,Quản trị Kinh doanh (2 giai đoạn),7340101
1917,"Nhóm Kỹ thuật cơ khí (nhóm Kỹ thuật cơ khí, cơ khí động lực gồm các Chuyên ngành: Máy xây dựng, Cơ điện tử)",7520116
1918,"Ngành Kỹ thuật điện tử - viễn thông (gồm 3 chuyên ngành: Kỹ thuật điện tử và tin học công nghiệp, Kỹ thuật thông tin và truyền thông, Kỹ thuật viễn thông)",7510302
1919,"Ngành Kỹ thuật xây dựng công trình giao thông (Nhóm chuyên ngành: Đường bộ, Kỹ thuật giao thông đường bộ)",7580205
1920,"Ngành Kỹ thuật xây dựng (gồm các chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật hạ tầng đô thị)",7510103
1921,"Ngành Kỹ thuật xây dựng công trình giao thông (Nhóm chuyên ngành: Tự động hóa thiết kế cầu đường, Địa kỹ thuật công trình giao thông, Kỹ thuật GIS và trắc địa công trình)",7580205
1922,Ngành Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao Công trình Giao thông đô thị Việt - Nhật),7580205
1923,Kỹ thuật XD Cầu đường bộ (ngành Kỹ thuật xây dựng CTGT),7580201
1924,Kỹ thuật XD Cầu - Đường ô tô - Sân bay (ngành Kỹ thuật xây dựng CTGT),7580201
1925,Kỹ thuật giao thông đường bộ (ngành Kỹ thuật xây dựng CTGT),7580205
1926,"Ngành kĩ thuật cơ khí (nhóm kĩ thuật cơ khí gồm các chuyên ngành: Công nghệ chế tạo cơ khí, Tự động hóa thiết kế cơ khí, Cơ điện tử",7520103
1927,Kỹ thuật điện - điện tử,7520201
1928,"Kỹ thuật điện tử, truvền thông",75202
1929,Kỹ thuật xây dựng CTGT,7580201
1930,Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao Công trình giao thông Đô thị Việt - Nhật),7580205
1931,"Kỹ thuật tàu thủy - Chuyên ngành: Thiết kế thân tàu thủy, Công nghệ đóng tàu thủy, Thiết bị năng lượng tàu thủy, Kỹ thuật công trình ngoài khơi",7510207
1932,"Kỹ thuật xây dựng công trình giao thông - Chuyên ngành: Xây dựng công trình thủy, Xây dựng cầu đường, Quy hoạch giao thông, Xây dựng đường sắt - Metro",7580205
1933,Kinh tế (Khối A1),7310101
1934,Ưu Tiên 2,7850102
1935,Kỹ thuật cơ khí (Khối A1),7520103
1936,Logistics và vận tải đa phương thức (TN),7510605
1937,Khai thác vận tải (Khối A1),78401
1938,Công nghệ kỹ thuật kỹ thuật ô tô,7510205
1939,"Kĩ thuật điện, điện tử:",7510301
1940,"Ngành Kinh tế vận tải (gồm 3 chuyên ngành: Kinh tế vận tải ô tô, Kinh tế vận tải đường sắt, Kinh tế vận tải và du lịch)",7840104
1941,Ngành Kỹ thuật ô tô,7520130
1942,"Ngành Kỹ thuật cơ khí (gồm 2 chuyên ngành: Công nghệ chế tạo cơ khí, Tự động hóa thiết kế cơ khí)",75102
1943,Công nghệ kỹ thuật giao thông (Xây dựng Cầu đường bộ),7510104
1944,Ngành Kỹ thuật ô tô (chuyên ngành Cơ khí ô tô),7520130
1945,Ngành Kỹ thuật xây dựng công trình thủy,7580202
1946,"Ngành Kỹ thuật xây dựng công trình giao thông (Nhóm chuyên ngành: Đường ô tô - Sân bay, Cầu - Đường ô tô - Sân bay)",7580205
1947,Ngành Kỹ thuật cơ khí (Nhóm Kỹ thuật ô tô: Chuyên ngành Cơ khí ô tô),7520103
1948,Ngành Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao Cầu - Đường bộ Việt – Pháp),7580205
1949,Ngành Kế toán (Chuyên ngành kế toán tổng hợp),73403
1950,Ngành Kinh tế xây dựng (Chương trình chất lượng cao Kinh tế xây dựng công trình Giao thông Việt - Anh),7580205
1951,Ngành Quản trị kinh doanh (chuyên ngành quản trị kinh doanh giao thông vận tải),7340101
1952,Kỹ thuật XD Đường sắt (ngành Kỹ thuật xây dựng CTGT),7580201
1953,Công trình giao thông đô thị (ngành Kỹ thuật xây dựng CTGT),7580205
1954,Kỹ thuật xây dựng công trình thủy,7580202
1955,+ Hệ thống thông tin,7480104
1956,Kinh tế xây dựng (Chương trình CLC: Kinh tế xây dựng công trình Giao thông Việt - Anh),7580205
1957,Kỹ thuật xây dựng công trình giao thông (Chương trình chất lượng cao),7580205
1958,CNKT CTXD dân dụng và công nghiệp,7520117
1959,CNKT xây dựng cầu đường sắt,7580201
1960,Công nghệ kĩ thuật ôtô,7510205
1961,Kỹ thuật cơ khí (Chuyên ngành Cơ khí ô tô),7520103
1962,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng cầu đường,7580205
1963,Ngành Kinh tế (chuyên ngành Kinh tế Bưu chính - Viễn thông),7310102
1964,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng cầu hầm,7580205
1965,Ngành Công nghệ kỹ thuật giao thông (chuyên ngành Kỹ thuật an toàn giao thông),7510104
1966,Khai thác vận tải (Chuyên ngành: Quản trị Logistic và vận tải đa phương thức),78401
1967,Kế toán (Khối A1),73403
1968,Kỹ thuật điều khiển và tự động hoá (Chuyên ngành Tự động hoá công nghiệp),7520216
1969,Ngành Kỹ thuật cơ khí động lực (Chuyên ngành Máy xây dựng),7520116
1970,Kinh tế vận tải (Hệ Đại học chất lượng cao),7840104
1971,"Kỹ thuật xây dựng (Chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật kết cấu công trình, Kỹ thuật nền móng và công trình ngầm)",7510102
1972,"Kỹ thuật điện, điện tử - Chuyên ngành: Điện và tự động tàu thủy, Điện công nghiệp",7510301
1973,"Ngành Kỹ thuật điều khiển và tự động hoá (gồm 2 chuyên ngành: Kỹ thuật điều khiển và tự động hóa giao thông, Tự động hóa)",7510303
1974,Khoa học hàng hải - Chuyên ngành: Thiết bị năng lượng tàu thủy,7840106
1975,"Kỹ thuật xây dựng công trình giao thông (Chuyên ngành: Xây dựng công trình thủy - Thềm lục địa, Xây dựng cầu đường, Quy hoạch và thiết kế công trình giao thông, Xây dựng đường sắt - Metro, Xây dựng cầu hầm, Xây dựng đường bộ)",7580205
1976,"Ngành Kỹ thuật xây dựng công trình giao thông (Nhóm chuyên ngành: Cầu hầm, Đường hầm và metro)",7580205
1977,Ngành Khoa học Hàng hải - Chuyên ngành Quản lý hàng hải,7840106
1978,"Kinh tế xây dựng - Chuyên ngành: Kinh tế xây dựng, Quản trị Dự án xây dựng",7580301
1979,"Ngành Kinh tế xây dựng (gồm 2 chuyên ngành: Kinh tế quản lý khai thác cầu đường, Kinh tế xây dựng công trình giao thông)",7580301
1980,Công nghệ kỹ thuật ô tô - Chuyên ngành: Cơ khí ô tô,7510205
1981,Ngành Kỹ thuật xây dựng (Chương trình tiên tiến Kỹ thuật xây dựng công trình giao thông),7580205
1982,Ưu Tiên 1,7850102
1983,Kỹ thuật XD Đường bộ (ngành Kỹ thuật xây dựng CTGT),7580201
1984,Khoa học hàng hải (Chuyên ngành Quản lý hàng hải),7840106
1985,Kỹ thuật XD Đường ô tô - Sân bay (ngành Kỹ thuật xây dựng CTGT),7580201
1986,"Kinh tế xây dựng (Chuyên ngành: Kinh tế xây dựng, Quản lý dự án xây dựng)",7580301
1987,- Truyền thông và mạng máy tính,7480102
1988,"Nhóm chuyên ngành: Kỹ thuật XD Đường sắt đô thị, Kỹ thuật XD Đường hầm và metro, Địa kỹ thuật CTGT, Kỹ thuật GIS và trắc địa CT (ngành Kỹ thuật xây dựng CTGT)",7580211
1989,"Kỹ thuật tàu thủy – Chuyên ngành: Thiết kế thân tàu thủy, Công nghệ đóng tàu thủy, Thiết bị năng lượng tàu thủy, Kỹ thuật công trình ngoài khơi",7510207
1990,Khoa học Hàng hải: Quản lý Hàng hải,7840106
1991,Cơ khí ôtô (ngành Kỹ thuật cơ khí),7520103
1992,"Kỹ thuật Điện tử, Truyền thông: Chuyên ngành Điện tử viễn thông (Hệ Đại học chất lượng cao",75103
1993,"Kỹ thuật tàu thủy (Chuyên ngành: Thiết kế thân tàu thuỷ, Công nghệ đóng tàu thuỷ, Thiết bị năng lượng tàu thuỷ, Kỹ thuật công trình ngoài khơi)",7520122
1994,Kỹ thuật công trình xây dựng (Hệ Đại học chất lượng cao),7510102
1995,"Kỹ thuật công trình xây dựng (Chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật kết cấu công trình, Kỹ thuật nền móng và công trình ngầm)",7510102
1996,"Kỹ thuật xây dựng công trình giao thông (Chương trình CLC: Cầu - Đường bộ Việt - Anh, Cầu - Đường bộ Việt - Pháp, Công trình GTĐT Việt - Nhật, Chương trình tiên tiến)",7580205
1997,Ngành Kỹ thuật điều khiển và tự động hoá,7520216
1998,Khai thác vận tải: Quản trị Logistic và Vận tải đa phương thức (Hệ Đại học chất lượng cao),78401
1999,Khoa học Hàng hải:Thiết bị năng lượng tàu thủy (Chuyên ngành: Thiết bị năng lượng tàu thủy),7510207
2000,Ngành Kinh tế xây dựng,7580301
2001,Khoa học Hàng hải: Điều khiển tàu biển (Hệ Đại học chất lượng cao),7840106
2002,"Kỹ thuật công trinh xây dựng - Chuyên ngành: Xây dựng dân dụng và cônụ nghiệp, Kỳ thuật kết cáu công trình, Kỹ Ihuậl nền móng và công trình ngầm",7510102
2003,"Ngành Kỹ thuật điều khiển và tự động hoá (gồm các chuyên ngành: Tự động hóa, Giao thông thông minh - ITS)",7510303
2004,Khoa học hàng hải - Chuyên ngành: Vận hành khai thác mảy tàu thủy,7840106
2005,"Ngành Kinh tế xây dựng (gồm các chuyên ngành: Kinh tế xây dựng công trình giao thông, Kinh tế quản lý khai thác cầu đường)",7580301
2006,"Kỹ thuật xây dựng công trình giao thông – Chuyên ngành: Xây dựng công trình thủy, Xây dựng cầu hầm, Xây dựng đường bộ, Quy hoạch giao thông, Xây dựng đường sắt - Metro",7580205
2007,Công nghệ kỹ thuật Điện tử - viễn thông,7510302
2008,Khoa học hàng hải - Chuyên ngành: Vận hành khai thác máy tàu thủy,7840106
2009,Vận hành khai thác máy tàu thủy,7620304
2010,"- Kỹ thuật điện, điện tử – Chuyên ngành: Điện và tự động tàu thủy, Điện công nghiệp",7510301
2011,"Kinh tế xây dựng – Chuyên ngành: Kinh tế xây dựng, Quản trị Dự án xây dựng",7580301
2012,Kỹ thuật xây dựng công trình giao thông (Chương trình tiên tiến) - khối A1,7580205
2013,CNKT xây dựng cầu,7580201
2014,"Kỹ thuật xây dựng công trình giao thông (Chuyên ngành: Xây dựng công trình thuỷ, Xây dựng cầu hầm, Xây dựng đường bộ, Quy hoạch và thiết kế công trình giao thông, Xây dựng đường sắt – Metro)",7580205
2015,Truyên thông và mạng máy tính,7480102
2016,Công nghệ thông tin (Khối A1),74802
2017,Khai thác vận tải - Chuyên ngành: Quản trị logistic và vận tải đa phương thức,78401
2018,"- Kỹ thuật điện tử, truyền thông - Chuyên ngành: Điện tứ viễn thông",7520207
2019,Kỹ thuật điện điện tử,7520201
2020,Khai thác vận tái - Chuyên ngành: Quán trị logislic và vụn tải đa phương thức,78401
2021,Kỹ thuật điều khiển và tự động hóa (Khối A1),7510303
2022,Khai thác máy tàu thủy,7620304
2023,Kỹ thuật xây dựng (Khối A1),7580201
2024,Thiết kế thân tàu thủy,7510207
2025,"- Kỹ thuật điện tử, truyền thông – Chuyên ngành: Điện tử viễn thông",7520207
2026,Cơ khí ô tô,7520130
2027,Khai thác vận tải – Chuyên ngành: Quản trị logistic và vận tải đa phương thức,78401
2028,Công nghệ đóng tàu,74802
2029,Công nghệ kỹ thuật ô tô – Chuyên ngành: Cơ khí ô tô,7510205
2030,Quản trị logistic và vận tải đa phương thức,7320104
2031,Kinh tế vận tải biển,7840104
2032,- Kỹ thuật điều khiển và tự động hóa – Chuyên ngành: Tự động hóa công nghiệp,7510303
2033,"Chính trị học, chuyên ngành Chính trị phát triển",7310201
2034,Kinh tế vận tải – Chuyên ngành: Kinh tế vận tải biển,7840104
2035,"Ngành Quản lý nhà nước, chuyên ngành Quản lý hành chính nhà nước",7310205
2036,Khai thác vận tải – Chuyên ngành: Kinh tế vận tải biển,78401
2037,"Báo chí, chuyên ngành Báo truyền hình",7320101
2038,"Kỹ thuật cơ khí - Chuyên ngành: Cơ giới hoá xếp dỡ, Cơ khí ô tô, Máy xây dựng",7520103
2039,Ngành Kỹ thuật điện,7520201
2040,"Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và Truyền thông quốc tế",7310206
2041,"Kỹ thuật công trình xây dựng - Chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật kết cấu công trình",7510102
2042,Ngành Kinh tế,7310101
2043,Khoa học hàng hải - Chuyên ngành: Điều khiển tàu biển,7840106
2044,"Kỹ thuật tàu thuỷ (Chuyên ngành: Thiết kế thân tàu thuỷ, Công nghệ đóng tàu thuỷ, Kỹ thuật công trình ngoài khơi)",7520122
2045,Ngành Khai thác vận tải,78401
2046,Ngành Kỹ thuật điện (Chuyên ngành Trang bị điện trong Công nghiệp và Giao thông),7510301
2047,Ngành Kinh tế (chuyên ngành kinh tế bưu chính viễn thông),7310102
2048,"Kinh tế, chuyên ngành Kinh tế và Quản lý",7310101
2049,Xây dựng công trình thủy,7580202
2050,"Ngành Khai thác vận tải (gồm các chuyên ngành: Quy hoạch và quản lý GTVT đô thị, Logistics)",78401
2051,Báo truyền hình,7210302
2052,Quan hệ chính trị và truyền thông quốc tế,7320107
2053,Khai thác vận tải (Chuyên ngành Quản trị Logistics và Vận tải đa phương thức),78401
2054,Xây dựng đường sắt - Metro,75802
2055,Tôn giáo học,7229009
2056,"Kinh tế, chuyên ngành Kinh tế và Quản lý (chất lượng cao)",7310101
2057,"Lịch sử, chuyên ngành Lịch sử Đảng Cộng sản Việt Nam",7229010
2058,"Chính trị học, chuyên ngành Tư tưởng Hồ Chí Minh",7310201
2059,Logistics và quản lý chuỗi cung ứng (VP),7510605
2060,"Báo chí, chuyên ngành Báo in",7320101
2061,"Báo chí, chuyên ngành Báo truyền hình (chất lượng cao)",7320101
2062,Kỹ thuật điều khiển và tự động hóa (Chuyên ngành Tự động hoá công nghiệp),7510303
2063,"Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",7320108
2064,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Quy hoạch và thiết kế công trình giao thông,7580205
2065,Truyền thông quốc tế,7320107
2066,Kinh tế xây dựng (Hệ Đại học chất lượng cao),7580301
2067,Nhân học,7310302
2068,"Xuất bản, chuyên ngành Xuất bản điện tử",7320401
2069,Kinh tế vận tải (Chuyên ngành Kinh tế vận tải biển),7840104
2070,Báo in,7320101
2071,Khoa học Hàng hải:Vận hành khai thác máy tàu biển (Chuyên ngành: Vận hành khai thác máy tàu biển),78401
2072,Báo chí đa phương tiện,7320104
2073,Khoa học Hàng hải (Chuyên ngành Quản lý hàng hải),7840106
2074,Đông Nam Á học,7310620
2075,Chuyên ngành BÁO CHÍ ĐA PHƯƠNG TIỆN,7320104
2076,Quản lý văn hóa – tư tưởng,7229042
2077,CNKT CTXD DD và CN,75101
2078,Kỹ thuật xây dựng công trình giao thông (Hệ Đại học chất lượng cao),7580205
2079,Khoa học Hàng hải: Điều khiển tàu biển (Chuyên ngành: Điều khiển tàu biển),7520216
2080,Khai thác vận tải - Chuyên ngành: Kinh tế vận tải biển,78401
2081,Đối với HS THPT,731
2082,- Kỹ thuật điều khiển và tự động hóa - Chuyên ngành: Tự động hóa công nghiệp,7510303
2083,Kinh tế vận tài - Chuyên ngành: Kinh lé vận lái biền,7840104
2084,Khai thác vận tải đường sắt,78401
2085,CNKT xây dựng cảng - đường thủy,7580201
2086,Quản trị dịch vụ du lịch và,7810103
2087,"Kỹ thuật cơ khí – Chuyên ngành: Cơ giới hoá xếp dỡ, Cơ khí ô tô, Máy xây dựng",7520103
2088,"Kỹ thuật công trình xây dựng – Chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật kết cấu công trình",7510102
2089,Công nghệ kĩ thuật cơ khí Máy tàu thủy,7510207
2090,Quản lý hoạt động tư tưởng - văn hóa,7840102
2091,Khoa học hàng hải – Chuyên ngành: Vận hành khai thác máy tàu thủy,7840106
2092,Chính trị phát triển,7620116
2093,Quản lý xã hội,7310301
2094,Văn hóa phát triển,7620116
2095,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,7510103
2096,Chính sách công,7310201
2097,Khoa học quản lý nhà nước,7310205
2098,Xuất bản,7320401
2099,Quay phim truyền hình,7210236
2100,Tự động hóa công nghiệp,7510303
2101,Quan hệ quốc tế và Truyền thông toàn cầu,7310206
2102,Lịch sử Đảng Cộng sản Việt Nam,7229010
2103,Xây dựng Đảng và Chính quyền nhà nước,7310202
2104,"Chính trị học, chuyên ngành Văn hóa phát triển",7310201
2105,"Kỹ thuật công trình xây dựng – Chuyên ngành: Xây dựng dân dụng và công nghiệp, Kỹ thuật kết cấu công trình, Kỹ thuật nền móng và công trình ngầm",7510102
2106,"Báo chí, chuyên ngành Ảnh báo chí",7320101
2107,Tư tưởng Hồ Chí Minh,732
2108,"Báo chí, chuyên ngành Báo mạng điện tử (chất lượng cao)",7320101
2109,Kỹ thuật xây dựng công trình giao thông - Chuyên ngành Xây dựng đường bộ,7580205
2110,Triết học Mác Lê nin,7229001
2111,"Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",7320108
2112,Chủ nghĩa xã hội khoa học,729008
2113,Quảng cáo,73404
2114,Ảnh báo chí,7320101
2115,"Kinh tế, chuyên ngành Quản lý kinh tế",7310101
2116,Kinh tế và quản lý,734
2117,"Kỹ thuật điện, điện tử (Chuyên ngành: Điện và tự động tàu thuỷ, Điện công nghiệp, Hệ thống điện giao thông)",7510301
2118,Ngành Chính trị học. chuyên ngành Quản lý hoạt động tư tưởng - văn hóa,7840102
2119,Ngành Chính trị học. chuyên ngành Quản lý xã hội,7310201
2120,Truyền thông marketing,7340115
2121,Ngành Chính trị học. chuyên ngành Văn hóa phát triển,7310201
2122,Ngành Chính trị học. chuyên ngành Khoa học quản lý nhà nước,7310205
2123,Ngành Báo chí. chuyên ngành Ảnh báo chí,7320101
2124,Ngành Quan hệ công chúng. chuyên ngành Quan hệ công chúng chuyên nghiệp,7320108
2125,Ngành Triết học. chuyên ngành Triết học Mác - Lênin,7229001
2126,Triết học Mác - Lênin,7229001
2127,Ngành Kinh tế. chuyên ngành Kinh tế chính trị,7310102
2128,"- Kỳ thuật điện, điện tử - Chuyên ngành: Điện và tự động tàu thủy, Điện công nghiệp",7510301
2129,"Kinh tế xây đựng - Chuyên ngành: Kinh le xây dựng, Quàn lý Dir án xây dựng",7580301
2130,Quản lý kinh tế,7310101
2131,Quan lý xã hội,7310301
2132,Tư tưởng Hồ Chi Minh,7860111
2133,Chinh sách công,7860102
2134,Ngành Chính trị học. chuyên ngành Chính trị phát triển,7310201
2135,Ngành Chính trị học. chuyên ngành Tư tưởng Hồ Chí Minh,7310201
2136,Ngành Chính trị học. chuyên ngành Chính sách công,7310201
2137,Ngành Báo chí. chuyên ngành Báo in. Báo phát thanh. Báo truyền hình. Báo mạng điện tử,7320101
