,key,val
4828,Công nghệ sản xuất động vật.,7340116
4829,Ngư y (Bệnh học thủy sản,7620302
4830,Dược thú y,764
4831,Cảnh quan và Kỹ thuật hoa viên.,7620113
4832,Bảo quản chế biến nông sản thực phẩm.,75401
4833,Quản lý Môi trường và du lịch sinh thái,785
4834,Thiết kế cảnh quan.,7210402
4835,Chế biến thủy sản.,7540105
4836,Kinh tế - quản lý nuôi trồng thủy sản,7620301
4837,Cảnh quan và Kỹ thuật hoa viên,7620113
4838,Phát triển nông thôn và khuyến nông,7620116
4839,Kỹ thuật môi trường (CL Cao),7520320
4840,Sư phạm Kỹ thuật công nông nghiệp.,7140214
4841,Quản lý thị trường bất động sản,7340116
4842,Thiết kế cảnh quan,7210402
4843,Tiếng Pháp-Anh,7140233
4844,Thương mại quốc tế (LKQT),7340122
4845,Công nghệ Sinh học môi trường.,74403
4846,Công nghệ địa chính,7520501
4847,Cơ khí chế biến bảo quản NSTP,7540105
4848,Công nghệ sinh học CLC,7420201
4849,Công nghệ nhiệt lạnh,7510206
4850,Bác sỹ Y học cổ truyền,7720115
4851,Công nghệ Kỹ thuật ô tô,7510205
4852,Công nghệ sản xuất động vật,7340116
4853,Công nghệ chế biến,7540105
4854,Nông học (cây trồng và giống cây trồng).,7620110
4855,Quản trị kinh doanh (CL Cao),7340101
4856,Công nghệ sinh học (LK QT),7420201
4857,Bảo quản chế biến nông sản thực phẩm,75401
4858,Cử nhân Kỹ thuật Y học,77206
4859,Kỹ thuật Môi truờng.,7520320
4860,Bảo quản chế biến NS và vi sinh thực phẩm.,75401
4861,Kỹ thuật Y học,77206
4862,Sư phạm Kỹ thuật công nông nghiệp,7140214
4863,Công nghệ thực phẩm (CL Cao),7540101
4864,Kỹ thuật thông tin lâm nghiệp.,76202
4865,Công nghệ Sinh học môi trường,74403
4866,Quản trị kinh doanh (Ninh Thuận),7340101
4867,Kỹ thuật phần mềm,7480103
4868,Thương mại quốc tế (Quốc tế),7310601
4869,Kinh doanh quốc tế (Quốc tế),7340120
4870,Bác sỹ Đa khoa,7720101
4871,Công nghệ sinh học (Quốc tế),7420201
4872,CN Kỹ thuật Hóa học,7520301
4873,Cơ khí công nghệ (Liên thông),75102
4874,Y Đa khoa phân hiệu Thanh Hóa,7720101
4875,Công nghệ thông tin (Quốc tế),74802
4876,Công nghệ thực phẩm,7540101
4877,Quản trị du lịch và lữ hành,7810103
4878,Công nghệ thực phẩm (Liên thông),7540101
4879,Quàn trị nhà hàng và dịch vụ ăn uống,7810202
4880,Nông học (Liên thông),7620109
4881,Lâm nghiệp (Gia Lai),76202
4882,Công nghệ kỹ thuật cơ khí CLC,75102
4883,Công nghệ thông tin (Kỹ thuật phần mềm),7480103
4884,CN Kỹ thuật Cơ điện tử,7520114
4885,Quản lý tài nguyên và môi trường (Gia Lai),78501
4886,Nhóm ngành Công nghệ Diện,74802
4887,Công nghệ thực phẩm CLC,7540101
4888,Nhóm ngành Kỳ thuật xây dựng,7580201
4889,Bác sỹ Răng Hàm Mặt,7720501
4890,CN Kỹ thuật môi trường,7520320
4891,Quản trị nhà hàng và dịch vụ ăn uống,7810202
4892,Khoa học và quản lý môi trường (Quốc tế),74403
4893,CN Kỹ thuật Co khí,7520103
4894,"CN Kỹ thuật Điện tử, truyền thông",7510301
4895,Nông học (Ninh Thuận),7620109
4896,CN Kỹ thuật Cơ khí,7520103
4897,"Công nghệ kỳ thuật điện từ, truyền thông",7320106
4898,Thú y (CT tiên tiến),764
4899,Nhóm ngành Thực phẩm,7540101
4900,Quản lý đất đai (Gia Lai),7850103
4901,CN Kỹ Thuật cơ khí,7520103
4902,"CN Kỹ thuật điện, điện tử",7510301
4903,Công nghệ Phân tích,751
4904,Quản lí Tài nguyên Đất - Nước,7580212
4905,Công nghệ thực phầm,7540101
4906,Kinh doanh du lịch.,73401
4907,Hệ CĐ - Công ngệ thông tin,74802
4908,Hệ CĐ - Cơ khí Động lực( Sửa chữa ô tô),7520116
4909,Hệ CĐ - Kế toán,73403
4910,CN Kỹ thuật Ôtô,7520130
4911,Quản lý Môi trường,7520320
4912,Chỉ huy tham mưu Hải quân Thí sinh Nam miền Nam,7860202
4913,CN Kỹ thuật hóa học,7520301
4914,Xây dựng đảng và chính quyền nhà nước phía Bắc,7310202
4915,Kinh tế nông lâm,7620115
4916,Quản lí tài nguyên và môi trường:,78501
4917,Xây dựng Đảng và chính quyền Nhà nước (C00),7310202
4918,"Lý luận, lịch sử và phê bình mĩ thuật",7210101
4919,Công nghệ May - Thời trang,7340123
4920,Quẩn lý môi trường.,7520320
4921,Công nghệ Hóa,7510401
4922,Kinh doanh Quốc tế.,7340120
4923,Hệ CĐ - Công nghệ kĩ thuật Điện,7510301
4924,Hệ CĐ - Công nghệ Thực phẩm,7540101
4925,Hệ CĐ - Tài chính ngân hàng,7340201
4926,Máy và thiết bị Cơ khí,7520103
4927,Cơ khí nông lâm,7520116
4928,Điều khiển tự động,7520216
4929,Công nghệ Môi trường,7510406
4930,Hệ thống thông tin địa lý,7480104
4931,Kinh doanh Du lịch,73401
4932,Chỉ huy tham mưu Hải quân (Chi tuyen nam,7860202
4933,Khoa Ngân Hàng,7340201
4934,Chỉ huy tham mưu Pháo binh,7860205
4935,Nông học (cây trồng và giống cây trồng),7620110
4936,Quản lí môi trường ( chuyên ngành quản lí môi trường và du lịch sinh thái ),785
4937,Nông lâm kết hợp.,7620201
4938,Quân sự hệ chính quy,78602
4939,Bác sĩ thú y.,764
4940,ĐHSP Hoá học (THPT),7310602
4941,Bảo quản chế biến NSTP và dinh duỡng người.,7540105
4942,Ngôn ngữ Tiếng Trung (*),7220204
4943,"Lý luận, lịch sử và phê bình mỹ thuật",7210101
4944,Kỹ thuật Môi truờng,7520320
4945,Cử nhân Quản trị Kinh doanh,7340101
4946,Cử nhân Kế toán,73403
4947,Bảo quản chế biến NS và vi sinh thực phẩm,75401
4948,Công nghệ sản xuất thức ăn chăn nuôi.,7620105
4949,Kỹ thuật thông tin lâm nghiệp,76202
4950,Cử nhân Công tác xã hội,77601
4951,"Quản trị kinh doanh (Liên kết với Đại học CityU, Hoa Kỳ)",7340101
4952,"Quản lý Tài chính- Kế toán (Liên kết với Đại học Sunderland, Vương quốc Anh)",78501
4953,Quản trị Tài chính,7310201
4954,ĐHSP Ngữ văn (THPT),7140217
4955,Cử nhân Điều dưỡng,7720301
4956,Bác sĩ y học cổ truyền,7720115
4957,"Quản trị kinh doanh gồm: Quản trị marketing, quản trị doanh nghiệp",7340101
4958,Chỉ huy tham mưu pháo binh phía Bắc,7860205
4959,Công nghệ chế tạo máy (Chuyên ngành: Kỹ sư Cơ khí chế tạo),7510202
4960,Bác sỹ Y học dự phòng,7720110
4961,Chăn nuôi (Chuyên ngành: Kỹ sư Chăn nuôi),7620105
4962,Công nghệ kỹ thuật máy tính,7480108
4963,Giáo dục Thể chất (*),7140206
4964,ĐHSP Địa lí,7140219
4965,Cử nhân Kinh tế,7310101
4966,Hệ thống thông tin (Tin kinh tế),7480104
4967,Đảm bảo chất lượng và an toàn thực phẩm,7540106
4968,Cử nhân Tài chính Ngân hàng,7340201
4969,Công nghệ kỹ thuật điện - Điện tử (Kỹ sư điện - điện tử),7510301
4970,Quản trị khách sạn,7810201
4971,Công nghệ chế tạo máy cơ khí,7510202
4972,Ọuàn trị kinh doanh,7340101
4973,Khúc xạ Nhãn khoa,7720101
4974,Khoa học cây trồng (Chuyên ngành: Kỹ sư Nông học),7620110
4975,Khúc xạ nhãn khoa,7720101
4976,Cao đẳng Quản trị kinh doanh,7340101
4977,ĐHSP Toán (THPT),74601
4978,ĐHSP Tiếng Anh (*),7140231
4979,Công nghệ kỳ thuật cơ khí,75102
4980,Công nghệ kỳ thuật cơ diện tử,7510203
4981,Nhóm ngành Công nghệ Điện từ,7510301
4982,Nhóm ngành Môi trường,7520320
4983,Công nghệ kỹ thuật điện - Điện tử,7510301
4984,Quản lý tài nguyên và môi trường,78501
4985,Quàn trị du lịch và lữ hành,7810103
4986,CĐ Tài chính ngân hàng,7340201
4987,Quản trị kinh doanh ( Các chuyên ngành: Quản trị Kinh doanh; Quản trị Tài chính Kế toán; Quản trị Marketing),7340101
4988,CĐ Công tác xã hội,77601
4989,Toán học (Các chuyên ngành: Toán học; Toán – Tin ứng dụng),74601
4990,Nhóm ngành Ke toán-Kiểm toán,7340302
4991,Quản trị nhà hàng và kỹ thuật chế biến,7810202
4992,Nuôi trồng thủy sản (Chuyên ngành: Kỹ sư Nuôi trồng thủy sản),7620301
4993,Ke toán,7340301
4994,Khoa học môi trường,74403
4995,Công nghệ thực phâm,7540101
4996,Kỹ thuật điều khiển và Tự động hóa (Kỹ sư điện tự động hóa),7510303
4997,Cao đẳng Giáo dục Tiểu học,7140202
4998,CĐ Quản trị Kinh doanh,7340101
4999,CĐ Công nghệ Kĩ thuật xây dựng,7510103
5000,Cao đắng Quản trị văn phòng,7340406
5001,Dinh dưỡng và khoa học thực phầm,77204
5002,Quán trị khách sạn,7810201
5003,ĐHSP Kỹ thuật công nghiệp,7520117
5004,Cử nhân Tài chính – Ngân hàng,7340201
5005,Cử nhân Việt Namhọc,7310630
5006,Cử nhân Lịch sử,7229010
5007,Chế tạo máy,7510202
5008,Nhóm ngành Công nghệ Điện,7210302
5009,Cn Kỹ thuật cơ điện tử,7520114
5010,"CN Kỹ thuật điện tử, truyền thông",7510301
5011,CĐ Quản trị Văn phòng,7340406
5012,CN Chế tạo máy,7510202
5013,CĐ Kế toán,73403
5014,Công nghệ Kỹ thuật Ôtô,7510205
5015,CN Kỹ thuật Nhiệt,7520115
5016,Sư phạm Âm nhạc (*),7140221
5017,Công nghệ Hóa.,7510401
5018,Quản tri dich vu du lich và lữ hành,7810103
5019,Thương mại Điện tử,7340122
5020,- Nông học,7620109
5021,Quản lý môi trường.,7520320
5022,- Chăn nuôi - Thú y,7620105
5023,Tài Chính Doanh nghiệp,7620114
5024,Kiến trúc (*),7580101
5025,Hệ CĐ - Công nghệ Điện tử,7510301
5026,CN Kỹ thuật ô tô,7520130
5027,Hệ CĐ - Công nghệ Hóa,7510401
5028,Hệ CĐ - Quản trị kinh doanh,7340101
5029,"CN Kỹ thuật Điện, Điện tử",7510301
5030,Cử nhân Tiếng Anh (*),7140231
5031,ĐHSP Vật lý (THPT),7440102
5032,Công nghệ Nhiệt lạnh,7510206
5033,Ngôn ngữ Tiếng Anh (*),7220201
5034,Công nghệ Cơ - Điện tử,7510203
5035,CĐSP Vật lí,7140211
5036,Công nghệ môi trường.,7510406
5037,CN May,7540204
5038,Công nghệ Hóa dầu.,7510401
5039,Cử nhân Toán học,74601
5040,- Cử nhân Tin học,7310302
5041,Tài Chính Ngân hàng,7340201
5042,Hệ CĐ - Công nghệ Nhiệt-Lạnh,7510206
5043,- Cử nhân Kinh tế,7310101
5044,Xây dựng Đảng và chính quyền Nhà nước (A00),7310202
5045,CĐSP Vật Lí,7140211
5046,- Cử nhân Văn học,722
5047,Hệ CĐ - Công nghệ Môi trường,7510406
5048,- Cử nhân Công tác xã hội,77601
5049,Hệ CĐ - Công nghệ May,7540204
5050,Công nghệ Kỹ thuật Điện tử,7510301
5051,Công nghệ phân tích.,751
5052,- CĐ Kế toán,73403
5053,Công nghệ Hóa dầu,7510401
5054,- CĐ Quản trị Văn phòng,7340406
5055,Kế toán (Kế toán doanh nghiệp)-Chất lượng cao,73403
5056,Ngôn ngữ Anh (Tiếng Anh Thương mại),7220201
5057,Kế toán kiểm toán.,73403
5058,Marketing (Quản trị thương hiệu),7340115
5059,Tiếng Anh (Môn Anh văn nhân HS 2),7140231
5060,Kinh doanh quốc tế (Thương mại quốc tế),7340120
5061,- Cử nhân Quản trị Kinh doanh,7340101
5062,Hệ CĐ - Chế tạo máy,7510202
5063,Cử nhân Tài chính - Ngân hàng,7340201
5064,Hệ CĐ - Công nghệ Sinh học,7420201
5065,ĐHSP Ngữ văn,7140217
5066,Hệ CĐ - Ngoại ngữ (Anh văn),7140217
5067,Quản trị kinh doanh (Tiếng Pháp thương mại),7340121
5068,Marketing (Marketing thương mại),7340115
5069,CĐSP Hóa học:,7440112
5070,- ĐHSP Vật lý (THPT),7440102
5071,- Cử nhân Công nghệ Kĩ thuật điện,7510301
5072,Quản trị tổ chức dịch vụ y tế và chăm sóc sức khỏe,7720801
5073,- Cử nhân Tài chính - Ngân hàng,7340201
5074,- Cử nhân Việt Nam học,7310630
5075,- Cử nhân Tiếng Anh (*),7140231
5076,Kinh tế thương mại,7340121
5077,- Giáo dục Thể chất (*),7140206
5078,- CĐSP Lí Hoá,7229042
5079,Quản trị thương mại điện tử,7340122
5080,- CĐ Quản trị Kinh doanh,7340101
5081,Kế toán tài chính DN thương mại,7340121
5082,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),7810103
5083,Kinh tế quốc tế (Kinh tế quốc tế),7310106
5084,Quản trị kinh doanh (Quản trị kinh doanh),7340101
5085,Luật thương mại,7340121
5086,Tài chính - Ngân hàng (Tài chính – Ngân hàng thương mại),7340201
5087,Quản trị kinh doanh (Tiếng Trung thương mại),7340121
5088,Chỉ huy tham mưu Lục quân Nam miền Bắc (Sĩ quan Kỹ thuật trình độ đại học),7860201
5089,Bác sĩ đa khoa nữ miền Bắc,7720101
5090,Bác sĩ đa khoa nam miền Bắc,7720101
5091,Khoa tài chính,73102
5092,Dược học (Nam - B),77202
5093,Tiếng anh tài chính ngân hàng,7340201
5094,Bác sỹ quân y (nam),78602
5095,Kỹ thuật Điều khiển - Tự động hóa,7510303
5096,Điện tử - Viễn thông - ĐH Leibniz Hannover (Đức),7520207
5097,Công nghệ thông tin (Kỹ sư công nghệ thông tin),74802
5098,Cao đẳng Giáo dục Mầm non,7140201
5099,Công nghệ thông tin - ĐH Victoria (New Zealand),74802
5100,"Công nghệ kỹ thuật điện, Điện tử",7510301
5101,Cơ khí - Chế tạo máy - ĐH Griffith (Úc),7510202
5102,Khoa học cây trồng (Kỹ sư nông học),7620110
5103,Chương trình tiên tiến Kỹ thuật Ô tô,7520130
5104,Quản trị thương hiệu,73404
5105,Quản trị kinh doanh - ĐH Troy (Hoa Kỳ),7340101
5106,Marketing thương mại,7340115
5107,Kinh tế - Quản lý,73404
5108,Quản trị hệ thống thông tin thị trường và thương mại,7480104
5109,Vật liệu,7520309
5110,Kế toán - Tài chính DN Thương mại,7340121
5111,Hóa - Sinh - Thực phẩm và Môi trường,785
5112,"Tài chính – Ngân hàng (Các chuyên ngành: Tài chính doanh nghiệp, Ngân hàng; Tài chính – Bảo hiểm; Thẩm định giá)",7340201
5113,Quản trị Thương mại điện tử,7340122
5114,Cơ điện tử - ĐH Nagaoka (Nhật Bản),7520114
5115,Công nghệ thông tin (Các chuyên ngành: Công nghệ thông tin; Truyền thông và mạng máy tính; Hệ thống thông tin),74802
5116,Quản trị thương hiệu:,73404
5117,Quản trị kinh doanh - ĐH Victoria (New Zealand),7340101
5118,Kế toán - tài chính DN thương mại,7340121
5119,"Công nghệ kỹ thuật điều khiển và tự động hóa (Chuyên ngành: Kỹ sư Điện Tự động Công nghiệp, Kỹ sư Tự động Hệ thống điện)",7510303
5120,Kinh tế - Quản lý 3 gồm các ngành/CTĐT: Kế toán; Tài chính-Ngân hàng,7340201
5121,Chỉ huy tham mưu Lục quân Nam miền Nam (Sĩ quan Kỹ thuật trình độ đại học),7860201
5122,Điện tử - Viễn thông gồm các ngành/CTĐT: Kỹ thuật điện tử - viễn thông; Công nghệ kỹ thuật điện tử - viễn thông (CN),7510302
5123,Các ngành đào tạo đại học quân sự,78602
5124,Kỹ thuật in gồm ngành/CTĐT: Kỹ thuật in,7520137
5125,Công nghệ kỹ thuật xây dựng (Chuyên ngành: Kỹ sư Xây dựng dân dụng và công nghiệp),7510103
5126,"Điện tử -Viễn thông, ĐH Hannover (Đức)",7520207
5127,Công nghệ kỹ thuật hóa học ( Các chuyên ngành: Công nghệ kỹ thuật môi trường; Công nghệ Silicat),7510406
5128,"Quản trị kinh doanh, ĐH Troy (Hoa Kỳ)",7340101
5129,Công nghệ chế tạo máy (Kỹ sư cơ khí chế tạo),7510202
5130,Ngôn ngữ Anh quốc tế gồm ngành/CTĐT: Tiếng Anh chuyên nghiệp quốc tế,7220201
5131,Dược học (Nữ - B),77202
5132,CTTT Kỹ thuật y sinh gồm ngành/CTĐT: Chương trình tiên tiến Kỹ thuật y sinh,7520212
5133,Cao đẳng Sư phạm Hóa học,7140212
5134,Kỹ thuật vật liệu; Kỹ thuật vật liệu kim loại,7520310
5135,Truyền thông và mạng máy tính (Kỹ sư mạng),7480102
5136,Công nghệ kỹ thuật cơ điện tử (Kỹ sư cơ khí cơ điện tử),7510203
5137,Quản trị kinh doanh(ĐH Victoria - New Zealand),7340101
5138,Tiếng Anh chuyên nghiệp quốc tế,7140231
5139,Cao đẳng Sư phạm Ngữ văn,7140217
5140,Công nghệ thông tin ICT,74802
5141,CĐ Kinh tế,7310101
5142,Kỹ thuật Cơ khí động lực,7520116
5143,CĐ Công nghệ Thông tin,74802
5144,Kỹ thuật Dệt,7520312
5145,Kỹ thuật dệt; Công nghệ may; Công nghệ da giầy,7540206
5146,Hệ thống thông tin - ĐH Grenoble (Pháp),7480104
5147,Nhóm ngành Cơ khí-Cơ điện tử-Nhiệt lạnh,7520114
5148,Khoa học máy tính - ĐH Troy (Hoa Kỳ),7480101
5149,Nhóm ngành Vật lý kỹ thuật-Kỹ thuật hạt nhân,7520402
5150,Cơ khí – Động lực gồm các ngành/CTĐT: Kỹ thuật cơ khí; Kỹ thuật ô tô; Kỹ thuật hàng không; Kỹ thuật tàu thủy; Công nghệ chế tạo máy (CN); Công nghệ kỹ thuật ô tô (CN),7510205
5151,Toán - Tin gồm các ngành/CTĐT: Toán-Tin; Hệ thống thông tin quản lý,7340405
5152,- Kỹ sư Xây dựng,75802
5153,Sư phạm kỹ thuật gồm các ngành/CTĐT: Sư phạm kỹ thuật công nghiệp,7140214
5154,"Công nghệ thông tin, ĐH La Trobe (Úc)",74802
5155,"Quản trị kinh doanh, ĐH Pierre Mendes France (Pháp)",7340101
5156,CTTT Vật liệu gồm ngành/CTĐT: Chương trình tiên tiến Khoa học và Kỹ thuật vật liệu,7520309
5157,Công nghệ KT Điều khiển và Tự động hóa; Công nghệ KT Điện tử-truyền thông; Công nghệ thông tin,7510303
5158,Kỹ thuật máy tính; Truyền thông và mạng máy tính; Khoa học máy tính; Kỹ thuật phần mềm; Hệ thống thông tin; Công nghệ thông tin,7480108
5159,Cử nhân Công tác xã hội:,77601
5160,Điện tử -Viễn thông(ĐH Leibniz Hannover - Đức),7520207
5161,Khoa học máy tính(ĐH Troy - Hoa Kỳ),7480101
5162,Kĩ thuật vật liệu kim loại,7520310
5163,Cử nhân Tiếng Trung (*),7140234
5164,CĐSP Ngữ văn,7140217
5165,Nhóm ngành Công nghệ kỹ thuật (Công nghệ TĐH-Điện tử-CNTT),751
5166,Nhóm ngành Vật liệu-Dệt may-Sư phạm KT,7140211
5167,Nhóm ngành Kinh tế-Quản lý,7310101
5168,- ĐHSP Toán (THPT),73403
5169,Điện - TĐH - Điện tử - CNTT - Toán tin,7520207
5170,- Cử nhân Toán Tin ứng dụng,7460112
5171,Tiếng Anh khoa học kỹ thuật và công nghệ,751
5172,"điện tử viễn thông , kỹ thuật y sinh,",7520207
5173,"Kỹ thuật sinh học,",7420202
5174,Khối Kinh tế-Quản lý.,7310101
5175,- Kỹ sư Cơ khí chế tạo máy,7510202
5176,- Cử nhân Lịch sử,7229010
5177,Nhóm ngành Điện-Điện tử-CNTT-Toán tin,7460117
5178,- ĐHSP Tiếng Anh (*),7140231
5179,Ngôn ngữ Anh (Tiếng Anh khoa học-kỹ thuật và công nghệ),7220201
5180,Xuất bản (Kĩ thuật in và truyền thông),7320401
5181,- Sư phạm Âm nhạc (*),7140221
5182,- CĐ Công nghệ Kĩ thuật xây dựng,7510103
5183,Cử nhân Việt Nam học:,7310630
5184,Kinh tế (Quản lý kinh tế),7310101
5185,Tài chính - Ngân hàng (Tài chính công),7340201
5186,Giáo dục Chính trị:,7140205
5187,Công nghê chế tạo máy,7510202
5188,Kinh tế công nghiệp,7510604
5189,CĐ Quản trị Văn phòng:,7340406
5190,- Cử nhân Toán học,74601
5191,- ĐHSP Hoá học (THPT),7310602
5192,- Cử nhân Kế toán,73403
5193,- ĐHSP Địa lí,7140219
5194,GD Tiểu học tiếng Jrai,7140225
5195,- Cử nhân Tiếng Trung (*),7140234
5196,Nhóm ngành Công nghệ kỹ thuật (Công nghệ Hóa học-Thực phẩm),7510401
5197,- CĐ Giáo dục mầm non,7140201
5198,- CĐSP Văn - Công tác đội,7220110
5199,Kế toán (Kế toán công),73403
5200,Vật liệu - Dệt may - Sư phạm kỹ thuật,7540203
5201,Hệ thống thông tin quản lý (Quản trị hệ thống thông tin kinh tế),7340405
5202,"Cơ khí chế tạo, cơ khí động lực hoc, cơ điện tử, kỹ thuật hàng không, kỹ thuật tàu thủy,",7520116
5203,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),7340404
5204,Luật kinh tế (Luật kinh tế),7380107
5205,toán tin ứng dụng,7460112
5206,Thương mại điện tử (Quản trị Thương mại điện tử),7340122
5207,Quản trị khách sạn (Quản trị khách sạn),7810201
5208,"Kỹ thuật vật liệu,",7520309
5209,Tài chính - Ngân hàng (TC-NH thương mại)-Chất lượng cao,7340201
5210,Cử nhân Tiếng Anh KHKT và Công nghệ,7140231
5211,Tiếng Anh thương mại (điểm tiếng Anh x 2),7140231
5212,Xét nghiệm Y học dự phòng*,7720601
5213,"Quản trị doanh nghiệp khách sạn, du lịch",7810201
5214,Quản trị nguồn nhân lực thương mại,7340404
5215,Kinh Tế Thương Mại,7340121
5216,Giáo dục Tiểu học - Tiếng Jrai,7140202
5217,Công nghệ kĩ thuật điêu khiên và tự động hóa,7510303
5218,Bác sỹ quân y (nữ),78602
5219,Sư Phạm Toán,7140209
5220,Dược học (Nam - A),77202
5221,Giáo dục Tiểu học - Tiếng J'rai,7140202
5222,Tài chính-Ngân hàng thương mại,7340201
5223,CĐ Quản trị kinh doanh,7340101
5224,Quản trị doanh nghiệp thương mại,7340121
5225,Kinh doanh khách sạn – du lịch,73401
5226,CĐ Chăn nuôi,7620105
5227,Kỹ thuật in,7520137
5228,Quản lý công nghiệp - Logistics và Quản lý chuỗi cung ứng - ĐH Northampton (Anh),7510605
5229,Quản trị doanh nghiệp.khách sạn du lịch,7810201
5230,Quản trị DN Thương mại,7340121
5231,Tài chính ngân hàng thương mại,7340201
5232,Công nghệ thông tin Việt-Nhật,74802
5233,Quản trị DN du lịch,78101
5234,Chương trình tiên tiến KHKT Vật liệu,7520309
5235,(Hệ Liên Thông) Tài chính - Ngân hàng,7340201
5236,(Hệ Cao Đẳng) Khoa học cây trồng,7620110
5237,Toàn trường,785
5238,Bác sĩ quân y,78602
5239,Điện tử -Viễn thông - ĐH Leibniz Hannover (Đức),7520207
5240,Dược học (Nữ - A),77202
5241,Quản trị kinh doanh – ĐH Troy (Hoa Kỳ),7340101
5242,QT Kinh doanh,73401
5243,TC - Ngân hàng,7340201
5244,Điện - Điều khiển và Tự động hóa,7510303
5245,Cơ điện tử gồm các ngành/CTĐT: Kỹ thuật cơ điện tử; Công nghệ kỹ thuật cơ điện tử (CN),7510203
5246,Công nghệ thông tin gồm các ngành/CTĐT: Khoa học máy tính; Kỹ thuật máy tính; Hệ thống thông tin; Kỹ thuật phần mềm; Truyền thông và mạng máy tính; Công nghệ thông tin (CN);,748
5247,CNKT Môi trường,7520320
5248,Kỹ thuật Thực phẩm,7540102
5249,Chương trình tiên tiến Kỹ thuật Y sinh,7520212
5250,Dệt-May gồm các ngành/CTĐT: Kỹ thuật dệt; Công nghệ may,7540204
5251,Chương trình tiên tiến Điều khiển - Tự động hóa và Hệ thống điện,7510303
5252,"Hệ thống thông tin, ĐH Grenoble (Pháp)",7480104
5253,Công nghệ thông tin - ĐH La Trobe (Úc),74802
5254,"Khoa học máy tính, ĐH Troy (Hoa Kỳ)",7480101
5255,Chương trình tiên tiến Điện tử - Viễn thông,7520207
5256,Chương trình tiên tiến Cơ điện tử,7520114
5257,Toán-Tin,7460117
5258,CTTT Cơ điện tử gồm ngành/CTĐT: Chương trình tiên tiến Cơ điện tử,7520114
5259,Tiếng Anh KHKT và Công nghệ,7140231
5260,Công nghệ chế tạo máy; Công nghệ kỹ thuật cơ điện tử; Công nghệ kỹ thuật ô tô,7510203
5261,CĐ Quản trị KD,73404
5262,Kế toán; Tài chính-Ngân hàng,7340201
5263,Kỹ thuật điện-điện tử; Kỹ thuật Điều khiển và Tự động hóa; Kỹ thuật điện tử-truyền thông; Kỹ thuật y sinh,7520201
5264,Kỹ thuật in và truyền thông,73201
5265,Nhiệt – Lạnh,7520115
5266,Cơ điện tử (ĐH Nagaoka - Nhật Bản),7520114
5267,Quản trị kinh doanh(ĐH Troy - Hoa Kỳ),7340101
5268,Vật lý kỹ thuật–Kỹ thuật hạt nhân,7520402
5269,Cơ khí – Động lực,7520116
5270,Toán - Tin,7460117
5271,Quản lý hệ thống công nghiệp,7520118
5272,Thú Y,764
5273,CĐ Tài chính - Ngân hàng,7340201
5274,Kinh tế - Quản lý 2 gồm ngành/CTĐT: Quản trị kinh doanh,7340101
5275,CĐ Tài chính - NH,7340201
5276,CĐ Lâm sinh,7620205
5277,Quản trị kinh doanh - ĐH Pierre Mendes France (Pháp),7340101
5278,Vật liệu gồm ngành/CTĐT: Kỹ thuật vật liệu,7520309
5279,CĐ QLTN & MT,7860201
5280,Giáo dục Tiểu học (Tiếng Jrai),7140202
5281,Hóa - Sinh - Thực phẩm và Môi trường gồm các ngành/CTĐT: Kỹ thuật sinh học / Công nghệ sinh học; Kỹ thuật hóa học; Kỹ thuật thực phẩm; Kỹ thuật môi trường; Hóa học; Công nghệ kỹ thuật hóa học (CN); Công nghệ thực phẩm (CN),7510401
5282,Sư phạm hóa,7140212
5283,"Cơ điện tử, ĐH Nagaoka (Nhật Bản)",7520114
5284,Kinh tế - Quản lý 1 gồm các ngành/CTĐT: Kinh tế công nghiệp; Quản lý công nghiệp,7510604
5285,"Quản trị kinh doanh, ĐH Victoria (New Zealand)",7340101
5286,Nhiệt – Lạnh gồm ngành/CTĐT: Kỹ thuật nhiệt,7520115
5287,Ngôn ngữ Anh kỹ thuật gồm ngành/CTĐT: Tiếng Anh KHKT và công nghệ,7220201
5288,Điện - Điều khiển và Tự động hóa gồm các ngành/CTĐT: Kỹ thuật điện; Kỹ thuật điều khiển và tự động hóa; Công nghệ kỹ thuật điện (CN); Công nghệ kỹ thuật điều khiển và tự động hóa (CN);,7510303
5289,CTTT Công nghệ thông tin Việt Nhật/ICT gồm các ngành/CTĐT: Chương trình Việt Nhật: Công nghệ thông tin Việt-Nhật (tiếng Việt) /Công nghệ thông tin ICT (tiếng Anh),74802
5290,Kĩ thuật hóa học,7520301
5291,Vật lý kỹ thuật–Kỹ thuật hạt nhân gồm các ngành/CTĐT: Vật lý kỹ thuật; Kỹ thuật hạt nhân,7520402
5292,Kinh tế công nghiệp; Quản lý công nghiệp,7510604
5293,"Công nghệ thông tin, ĐH Victoria (New Zealand)",74802
5294,Nhóm ngành Công nghệ kỹ thuật (Công nghệ cơ khí-cơ điện tử-ôtô),7510203
5295,Quản lý hệ thống công nghiệp (tiếng Anh),7520118
5296,Công nghệ sinh học; Kỹ thuật sinh học; Kỹ thuật hóa học; Công nghệ thực phẩm; Kỹ thuật môi trường,7510401
5297,(Hệ Liên Thông) Kế toán,73403
5298,Sư phạm tiểu học - Tiếng Jrai,7140225
